,Product_Name,Product_Cost,Manufacture_Date,Expiry_Date,SKU,Store_Name,Store_Address,Region,Sale_Date,Quantity_Sold,Product_Amount,Product_Measure,Product_Volume,Manufacturer,Expired_days,days2sale
190386,Молоко,337.6,2024-08-14 20:21:42,2024-08-19 20:21:42,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-08-14 20:21:42,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
190566,Молоко,274.4,2022-01-18 19:41:00,2022-01-23 19:41:00,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-01-21 19:41:00,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",2,3
190816,Молоко,145.6,2023-05-02 15:15:47,2023-05-07 15:15:47,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-05-05 15:15:47,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
190847,Молоко,71.7,2021-06-21 13:09:14,2021-06-26 13:09:14,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-06-21 13:09:14,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",5,0
190915,Молоко,277.6,2022-02-21 19:12:46,2022-02-26 19:12:46,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-02-25 19:12:46,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",1,4
190994,Молоко,72.4,2023-05-16 21:45:55,2023-05-21 21:45:55,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2023-05-18 21:45:55,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
191113,Молоко,392.5,2022-11-18 11:15:17,2022-11-23 11:15:17,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-11-20 11:15:17,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",3,2
191155,Молоко,400.5,2023-05-03 16:11:19,2023-05-08 16:11:19,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-05-07 16:11:19,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",1,4
191169,Молоко,168.0,2024-12-28 13:47:02,2025-01-02 13:47:02,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2025-01-01 13:47:02,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
191408,Молоко,411.0,2024-05-29 19:58:47,2024-06-03 19:58:47,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-05-30 19:58:47,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
191776,Молоко,329.0,2021-04-01 13:42:02,2021-04-06 13:42:02,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-04-04 13:42:02,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",2,3
191951,Молоко,268.8,2021-07-05 15:39:32,2021-07-10 15:39:32,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-07-08 15:39:32,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",2,3
191955,Молоко,71.7,2021-05-18 20:51:40,2021-05-23 20:51:40,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-05-20 20:51:40,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",3,2
191990,Молоко,228.9,2022-08-05 21:01:32,2022-08-10 21:01:32,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-08-09 21:01:32,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
192151,Молоко,264.4,2021-03-31 20:39:06,2021-04-05 20:39:06,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-03-31 20:39:06,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",5,0
192313,Молоко,88.5,2024-10-17 18:10:20,2024-10-22 18:10:20,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-10-20 18:10:20,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",2,3
192405,Молоко,85.0,2024-05-01 11:06:08,2024-05-06 11:06:08,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-05-03 11:06:08,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",3,2
192652,Молоко,250.2,2024-05-16 17:59:57,2024-05-21 17:59:57,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-05-20 17:59:57,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
192754,Молоко,74.1,2021-12-21 16:54:59,2021-12-26 16:54:59,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-12-21 16:54:59,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",5,0
193141,Молоко,237.3,2022-12-08 16:32:24,2022-12-13 16:32:24,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-12-12 16:32:24,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",1,4
193152,Молоко,217.8,2022-09-26 13:45:26,2022-10-01 13:45:26,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-09-29 13:45:26,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
193333,Молоко,257.4,2024-10-29 12:00:46,2024-11-03 12:00:46,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-10-29 12:00:46,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",5,0
193398,Молоко,206.7,2022-01-13 16:21:24,2022-01-18 16:21:24,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-01-14 16:21:24,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",4,1
193744,Молоко,296.8,2021-12-30 09:28:42,2022-01-04 09:28:42,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-01-02 09:28:42,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
194170,Молоко,76.3,2023-08-28 16:06:03,2023-09-02 16:06:03,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2023-08-28 16:06:03,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
194258,Молоко,282.4,2022-04-22 21:37:38,2022-04-27 21:37:38,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-04-25 21:37:38,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",2,3
194289,Молоко,335.2,2024-05-27 19:09:15,2024-06-01 19:09:15,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-05-30 19:09:15,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
194374,Молоко,75.9,2023-11-17 13:15:09,2023-11-22 13:15:09,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-11-19 13:15:09,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
194446,Молоко,133.8,2021-08-06 13:46:45,2021-08-11 13:46:45,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-08-10 13:46:45,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
194665,Молоко,80.5,2024-04-27 19:24:40,2024-05-02 19:24:40,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-04-27 19:24:40,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
194720,Молоко,197.1,2021-03-11 20:50:55,2021-03-16 20:50:55,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-03-15 20:50:55,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",1,4
194814,Молоко,151.6,2022-04-16 12:46:06,2022-04-21 12:46:06,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-04-20 12:46:06,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
194937,Молоко,357.0,2021-04-24 13:20:31,2021-04-29 13:20:31,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-04-25 13:20:31,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
195136,Молоко,430.5,2024-12-29 10:54:57,2025-01-03 10:54:57,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-12-30 10:54:57,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",4,1
195384,Молоко,366.5,2022-12-11 19:58:41,2022-12-16 19:58:41,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-12-14 19:58:41,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",2,3
195471,Молоко,243.0,2024-12-01 18:31:25,2024-12-06 18:31:25,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-12-04 18:31:25,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
195628,Молоко,273.2,2021-12-11 14:57:42,2021-12-16 14:57:42,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-12-12 14:57:42,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
195725,Молоко,132.8,2021-05-06 16:29:21,2021-05-11 16:29:21,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-05-09 16:29:21,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
196060,Молоко,156.6,2022-10-01 11:58:29,2022-10-06 11:58:29,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-10-02 11:58:29,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",4,1
196097,Молоко,226.2,2023-04-02 13:45:01,2023-04-07 13:45:01,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-04-05 13:45:01,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
196427,Молоко,151.0,2022-04-06 14:55:41,2022-04-11 14:55:41,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-04-08 14:55:41,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",3,2
196437,Молоко,390.0,2022-09-13 13:33:57,2022-09-18 13:33:57,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-09-17 13:33:57,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",1,4
196472,Молоко,134.6,2021-07-31 16:52:53,2021-08-05 16:52:53,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-07-31 16:52:53,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",5,0
196515,Молоко,205.2,2021-10-29 12:09:50,2021-11-03 12:09:50,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-10-29 12:09:50,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
196592,Молоко,74.5,2022-02-13 15:34:43,2022-02-18 15:34:43,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-02-14 15:34:43,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",4,1
196750,Молоко,367.5,2022-12-25 20:43:53,2022-12-30 20:43:53,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-12-29 20:43:53,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",1,4
196915,Молоко,130.8,2021-02-08 18:33:05,2021-02-13 18:33:05,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-02-10 18:33:05,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",3,2
196957,Молоко,392.0,2024-03-07 20:49:12,2024-03-12 20:49:12,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-03-07 20:49:12,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",5,0
197195,Молоко,236.1,2024-01-05 12:20:34,2024-01-10 12:20:34,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-01-05 12:20:34,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
197197,Молоко,204.6,2021-10-17 14:03:57,2021-10-22 14:03:57,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-10-18 14:03:57,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",4,1
197426,Молоко,390.5,2024-02-06 20:14:34,2024-02-11 20:14:34,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-02-09 20:14:34,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",2,3
197891,Молоко,334.8,2024-05-23 09:01:52,2024-05-28 09:01:52,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-05-23 09:01:52,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
197994,Молоко,136.2,2021-10-17 15:39:25,2021-10-22 15:39:25,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-10-20 15:39:25,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
198102,Молоко,290.0,2021-08-02 10:56:40,2021-08-07 10:56:40,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-08-03 10:56:40,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",4,1
198147,Молоко,350.0,2022-05-13 17:47:45,2022-05-18 17:47:45,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-05-15 17:47:45,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",3,2
198459,Молоко,376.5,2022-06-24 14:01:03,2022-06-29 14:01:03,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-06-24 14:01:03,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",5,0
198532,Молоко,145.2,2023-02-15 14:42:04,2023-02-20 14:42:04,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-02-16 14:42:04,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",4,1
198771,Молоко,258.6,2024-12-24 09:06:59,2024-12-29 09:06:59,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-12-26 09:06:59,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",3,2
198984,Молоко,291.6,2022-10-15 19:51:01,2022-10-20 19:51:01,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-10-16 19:51:01,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
199173,Молоко,140.6,2022-04-08 12:07:13,2022-04-13 12:07:13,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-04-08 12:07:13,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",5,0
199190,Молоко,155.6,2023-03-09 21:39:23,2023-03-14 21:39:23,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-03-09 21:39:23,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",5,0
199527,Молоко,80.9,2023-04-22 12:33:05,2023-04-27 12:33:05,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-04-25 12:33:05,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",2,3
199785,Молоко,290.8,2021-10-01 16:12:26,2021-10-06 16:12:26,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-10-05 16:12:26,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",1,4
199818,Молоко,292.4,2021-08-30 13:43:28,2021-09-04 13:43:28,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-08-30 13:43:28,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
199885,Молоко,66.7,2021-06-17 19:02:17,2021-06-22 19:02:17,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-06-18 19:02:17,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",4,1
199890,Молоко,170.6,2024-07-18 21:25:03,2024-07-23 21:25:03,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-07-21 21:25:03,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",2,3
200140,Молоко,75.2,2022-04-11 13:25:18,2022-04-16 13:25:18,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-04-12 13:25:18,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",4,1
200206,Молоко,384.0,2024-02-14 16:23:00,2024-02-19 16:23:00,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-02-14 16:23:00,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",5,0
200366,Молоко,219.9,2023-02-17 17:06:34,2023-02-22 17:06:34,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-02-17 17:06:34,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
200412,Молоко,299.2,2022-02-01 15:58:54,2022-02-06 15:58:54,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-02-04 15:58:54,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",2,3
200422,Молоко,77.2,2023-02-16 16:00:16,2023-02-21 16:00:16,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2023-02-20 16:00:16,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",1,4
200544,Молоко,292.4,2022-12-08 11:32:58,2022-12-13 11:32:58,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-12-09 11:32:58,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",4,1
200548,Молоко,220.2,2023-06-09 15:37:52,2023-06-14 15:37:52,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2023-06-12 15:37:52,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
200563,Молоко,262.2,2024-08-14 19:08:20,2024-08-19 19:08:20,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-08-17 19:08:20,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",2,3
200644,Молоко,231.9,2024-06-13 12:29:48,2024-06-18 12:29:48,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-06-17 12:29:48,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",1,4
200712,Молоко,205.2,2021-12-30 19:35:16,2022-01-04 19:35:16,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-12-30 19:35:16,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
200850,Молоко,73.2,2023-07-13 19:07:17,2023-07-18 19:07:17,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-07-13 19:07:17,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
200889,Молоко,152.0,2024-02-02 10:48:33,2024-02-07 10:48:33,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-02-04 10:48:33,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",3,2
200960,Молоко,155.6,2023-02-20 16:09:43,2023-02-25 16:09:43,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-02-22 16:09:43,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",3,2
201059,Молоко,147.2,2023-04-11 11:45:43,2023-04-16 11:45:43,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-04-14 11:45:43,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",2,3
201094,Молоко,172.4,2024-05-12 21:48:31,2024-05-17 21:48:31,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-05-16 21:48:31,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",1,4
201437,Молоко,246.0,2024-03-23 09:06:54,2024-03-28 09:06:54,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2024-03-24 09:06:54,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",4,1
201469,Молоко,73.3,2021-09-27 19:23:06,2021-10-02 19:23:06,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-10-01 19:23:06,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",1,4
201545,Молоко,83.6,2023-11-03 10:14:33,2023-11-08 10:14:33,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-11-03 10:14:33,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",5,0
201843,Молоко,273.2,2021-12-11 09:04:47,2021-12-16 09:04:47,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2021-12-13 09:04:47,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",3,2
202136,Молоко,233.4,2023-03-17 15:32:15,2023-03-22 15:32:15,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-03-18 15:32:15,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",4,1
202340,Молоко,71.7,2021-07-03 12:21:57,2021-07-08 12:21:57,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2021-07-04 12:21:57,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",4,1
202437,Молоко,378.0,2022-06-08 10:48:57,2022-06-13 10:48:57,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-06-11 10:48:57,5.0,4.65,л,0.005,"ОАО ""Молокозавод №1""",2,3
202454,Молоко,268.8,2021-07-19 19:33:31,2021-07-24 19:33:31,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-07-21 19:33:31,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",3,2
202470,Молоко,142.0,2022-05-30 18:27:41,2022-06-04 18:27:41,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2022-06-01 18:27:41,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",3,2
202673,Молоко,80.5,2023-08-21 17:38:22,2023-08-26 17:38:22,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2023-08-24 17:38:22,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",2,3
202768,Молоко,386.0,2024-05-11 15:31:09,2024-05-16 15:31:09,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2024-05-13 15:31:09,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",3,2
203533,Молоко,218.1,2022-09-09 14:02:58,2022-09-14 14:02:58,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2022-09-13 14:02:58,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",1,4
203544,Молоко,252.9,2024-08-03 10:56:00,2024-08-08 10:56:00,1003,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2024-08-04 10:56:00,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",4,1
203676,Молоко,213.9,2021-04-13 09:57:28,2021-04-18 09:57:28,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-04-13 09:57:28,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",5,0
203803,Молоко,240.0,2023-01-05 12:26:21,2023-01-10 12:26:21,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-01-06 12:26:21,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",4,1
203829,Молоко,71.4,2022-10-04 15:33:30,2022-10-09 15:33:30,1004,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2022-10-06 15:33:30,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",3,2
203866,Молоко,226.5,2022-06-25 19:06:50,2022-06-30 19:06:50,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-06-28 19:06:50,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",2,3
203887,Молоко,153.4,2022-12-03 18:30:42,2022-12-08 18:30:42,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2022-12-06 18:30:42,2.0,1.86,л,0.002,"ОАО ""Молокозавод №1""",2,3
204162,Молоко,361.5,2022-10-24 20:28:54,2022-10-29 20:28:54,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-10-24 20:28:54,5.0,7.0,л,0.0075,"Фермерское хозяйство ""Молочный рай""",5,0
204193,Молоко,288.4,2021-06-13 13:06:25,2021-06-18 13:06:25,1003,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2021-06-17 13:06:25,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",1,4
204271,Молоко,201.9,2021-07-23 16:24:39,2021-07-28 16:24:39,1004,Фермерская дача,"ул. Советская, 40",Ростов-на-Дону,2021-07-23 16:24:39,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",5,0
204315,Молоко,312.0,2023-04-25 21:06:23,2023-04-30 21:06:23,1003,Фермерская ярмарка,"ул. Чехова, 10",Ростов-на-Дону,2023-04-25 21:06:23,4.0,3.72,л,0.004,"ОАО ""Молокозавод №1""",5,0
204335,Молоко,85.8,2024-04-05 10:55:15,2024-04-10 10:55:15,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-04-08 10:55:15,1.0,0.93,л,0.001,"ОАО ""Молокозавод №1""",2,3
204528,Молоко,275.6,2021-12-26 12:33:00,2021-12-31 12:33:00,1004,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2021-12-26 12:33:00,4.0,5.6,л,0.006,"Фермерское хозяйство ""Молочный рай""",5,0
204530,Молоко,82.0,2024-12-23 10:45:17,2024-12-28 10:45:17,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-12-23 10:45:17,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",5,0
204756,Молоко,241.5,2023-06-04 12:49:49,2023-06-09 12:49:49,1003,Фермерский рынок,"ул. Жукова, 11",Ростов-на-Дону,2023-06-06 12:49:49,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",3,2
204761,Молоко,69.2,2022-01-01 17:26:10,2022-01-06 17:26:10,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-01-02 17:26:10,1.0,1.4,л,0.0015,"Фермерское хозяйство ""Молочный рай""",4,1
204796,Молоко,230.4,2024-01-18 17:40:40,2024-01-23 17:40:40,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2024-01-19 17:40:40,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",4,1
204808,Молоко,158.2,2024-02-26 16:55:24,2024-03-02 16:55:24,1004,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-03-01 16:55:24,2.0,2.8,л,0.003,"Фермерское хозяйство ""Молочный рай""",1,4
204934,Молоко,219.3,2022-11-26 09:07:47,2022-12-01 09:07:47,1004,Фермерский дом,"ул. Гагарина, 28",Ростов-на-Дону,2022-11-29 09:07:47,3.0,4.2,л,0.0045,"Фермерское хозяйство ""Молочный рай""",2,3
204989,Молоко,255.3,2024-10-26 17:24:29,2024-10-31 17:24:29,1003,Фермерский остров,"ул. Садовая, 80",Ростов-на-Дону,2024-10-27 17:24:29,3.0,2.79,л,0.003,"ОАО ""Молокозавод №1""",4,1
